Label_JD,Job Title,Location,Company,Job Type,Job Description
JD 117,Marketing Specialist,"Shah Alam, Malaysia",York-Maxwell,Temporary,"We are looking for a dedicated Marketing Specialist to join our Engineering team at York-Maxwell. Your role will involve analyzing data. If you have experience in proven experience, apply today and make a difference!"
JD 118,Customer Service Agent,"Kuala Lumpur, Malaysia",Klein-Hanson,Remote,"As a Customer Service Agent, you will be responsible for building client relationships. The ideal candidate should have excellent communication skills and be passionate about Marketing. Join our dynamic team at Klein-Hanson and contribute to delivering exceptional results."
JD 119,Project Manager,"Pasir Ris, Singapore",Coleman Ltd,Internship,"We are looking for a dedicated Project Manager to join our IT team at Coleman Ltd. Your role will involve building client relationships. If you have experience in excellent communication skills, apply today and make a difference!"
JD 120,Data Analyst,"Bandar Seri Begawan, Brunei",Ortega Group,Part-time,"As a Data Analyst, you will be responsible for building client relationships. The ideal candidate should have strong technical knowledge and be passionate about IT. Join our dynamic team at Ortega Group and contribute to shaping the future of the industry."
JD 121,HR Manager,"Seria, Brunei","Ellis, Acosta and Dennis",Internship,"As a HR Manager, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about Engineering. Join our dynamic team at Ellis, Acosta and Dennis and contribute to delivering exceptional results."
JD 122,Graphic Designer,"Bandar Seri Begawan, Brunei",Avila LLC,Part-time,"We are looking for a dedicated Graphic Designer to join our Finance team at Avila LLC. Your role will involve leading teams. If you have experience in proven experience, apply today and make a difference!"
JD 123,Customer Service Agent,"George Town, Malaysia",Frank-Burns,Contract,"We are looking for a dedicated Customer Service Agent to join our Finance team at Frank-Burns. Your role will involve designing creative solutions. If you have experience in proven experience, apply today and make a difference!"
JD 124,Customer Service Agent,"Seria, Brunei",Brewer-Ward,Part-time,"As a Customer Service Agent, you will be responsible for leading teams. The ideal candidate should have excellent communication skills and be passionate about Engineering. Join our dynamic team at Brewer-Ward and contribute to shaping the future of the industry."
JD 125,Customer Service Agent,"Pasir Ris, Singapore","Gardner, Myers and Johnson",Remote,"As a Customer Service Agent, you will be responsible for designing creative solutions. The ideal candidate should have excellent communication skills and be passionate about IT. Join our dynamic team at Gardner, Myers and Johnson and contribute to delivering exceptional results."
JD 126,UX Designer,"Kuala Lumpur, Malaysia",Rollins-Gregory,Remote,"As a UX Designer, you will be responsible for leading teams. The ideal candidate should have proven experience and be passionate about Marketing. Join our dynamic team at Rollins-Gregory and contribute to building a better tomorrow."
JD 127,HR Manager,"Shah Alam, Malaysia",Sullivan-Butler,Part-time,"We are looking for a dedicated HR Manager to join our Finance team at Sullivan-Butler. Your role will involve developing software. If you have experience in excellent communication skills, apply today and make a difference!"
JD 128,Sales Executive,"Kuala Lumpur, Malaysia","Carter, Davis and Patterson",Internship,"We are looking for a dedicated Sales Executive to join our Creative Design team at Carter, Davis and Patterson. Your role will involve managing projects. If you have experience in proven experience, apply today and make a difference!"
JD 129,Data Analyst,"Kuala Lumpur, Malaysia",Armstrong-Meadows,Temporary,"We are looking for a dedicated Data Analyst to join our Finance team at Armstrong-Meadows. Your role will involve managing projects. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 130,UX Designer,"Pasir Ris, Singapore",King and Sons,Part-time,"We are looking for a dedicated UX Designer to join our Marketing team at King and Sons. Your role will involve managing projects. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 131,Customer Service Agent,"Bandar Seri Begawan, Brunei",Bauer-Hill,Full-time,"We are looking for a dedicated Customer Service Agent to join our Engineering team at Bauer-Hill. Your role will involve designing creative solutions. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 132,Sales Executive,"Johor Bahru, Malaysia","Chapman, Grant and Lawrence",Internship,"We are looking for a dedicated Sales Executive to join our Marketing team at Chapman, Grant and Lawrence. Your role will involve managing projects. If you have experience in proven experience, apply today and make a difference!"
JD 133,Graphic Designer,"George Town, Malaysia",Davis and Sons,Part-time,"We are looking for a dedicated Graphic Designer to join our Creative Design team at Davis and Sons. Your role will involve designing creative solutions. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 134,Marketing Specialist,"Kuala Lumpur, Malaysia",George-James,Remote,"As a Marketing Specialist, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about IT. Join our dynamic team at George-James and contribute to delivering exceptional results."
JD 135,Data Analyst,Singapore,"Hart, Fuentes and Cooke",Temporary,"We are looking for a dedicated Data Analyst to join our Finance team at Hart, Fuentes and Cooke. Your role will involve building client relationships. If you have experience in strong technical knowledge, apply today and make a difference!"
JD 136,UX Designer,"Seria, Brunei","Carrillo, Ball and Smith",Internship,"As a UX Designer, you will be responsible for designing creative solutions. The ideal candidate should have strong technical knowledge and be passionate about IT. Join our dynamic team at Carrillo, Ball and Smith and contribute to delivering exceptional results."
JD 137,Project Manager,"Kuala Lumpur, Malaysia","Bates, Hall and Garner",Contract,"We are looking for a dedicated Project Manager to join our IT team at Bates, Hall and Garner. Your role will involve building client relationships. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 138,Customer Service Agent,"Kuching, Malaysia",White LLC,Temporary,"We are looking for a dedicated Customer Service Agent to join our Finance team at White LLC. Your role will involve managing projects. If you have experience in a customer-oriented mindset, apply today and make a difference!"
JD 139,Financial Analyst,"Johor Bahru, Malaysia",Smith Inc,Full-time,"As a Financial Analyst, you will be responsible for leading teams. The ideal candidate should have strong technical knowledge and be passionate about Marketing. Join our dynamic team at Smith Inc and contribute to shaping the future of the industry."
JD 140,Civil Engineer,"Kuching, Malaysia",White-Thompson,Part-time,"We are looking for a dedicated Civil Engineer to join our Engineering team at White-Thompson. Your role will involve managing projects. If you have experience in a degree in a relevant field, apply today and make a difference!"
JD 141,Marketing Specialist,"Seria, Brunei",Douglas Inc,Part-time,"As a Marketing Specialist, you will be responsible for building client relationships. The ideal candidate should have strong technical knowledge and be passionate about Finance. Join our dynamic team at Douglas Inc and contribute to delivering exceptional results."
